id,name,brand,category,price,description,stock,rating
SP0577,Fusion Phone,RivalTech,smartphone,529.28,Smartphone with 5G connectivity.,105,0.0
TV0578,Vivid TV,UltraVision,smart_tv,1793.06,65 inch smart TV with 4K resolution.,90,4.5
TV0579,SmartView TV,ViewTech,smart_tv,1599.9,65 inch smart TV with smart connectivity.,155,4.5
LP0580,Pro Book,EconCo,laptop,1627.8,17 inch laptop featuring long battery life.,51,3.5
SPK0581,Bass Boost,SoundCo,speaker,220.49,Speaker delivering crystal clear sound.,191,3.5
SPK0582,ClearSound,BeatBox,speaker,240.44,Speaker delivering crystal clear sound.,78,0.0
SP0583,SmartPhone Y,Futura,smartphone,801.28,Smartphone with advanced camera system.,8,3.2
SPK0584,Audio Pro,AudioMax,speaker,431.72,Speaker delivering crystal clear sound.,86,3.7
SPK0585,Bass Boost,BassLine,speaker,294.87,Speaker delivering crystal clear sound.,197,0.0
TV0586,Cinema TV,ViewTech,smart_tv,2003.21,40 inch smart TV with 4K resolution.,179,3.5
TV0587,Infinity TV,UltraVision,smart_tv,659.38,75 inch smart TV with 4K resolution.,137,3.5
SP0588,SmartPhone Y,NextCom,smartphone,273.97,Smartphone with long-lasting battery.,69,4.2
SP0589,SmartPhone X,NextCom,smartphone,320.25,Smartphone with advanced camera system.,91,4.0
LP0590,Performance Pro,TechCo,laptop,906.88,17 inch laptop featuring high performance graphics.,146,4.0
SP0591,SmartPhone Y,NextCom,smartphone,260.55,Smartphone with advanced camera system.,30,3.8
SPK0592,Bass Boost,AudioMax,speaker,51.16,Speaker delivering crystal clear sound.,129,4.8
LP0593,Performance Pro,UltraComp,laptop,1501.12,15.6 inch laptop featuring high performance graphics.,87,3.5
LP0594,Business Mate,NextGen,laptop,1306.54,14 inch laptop featuring lightweight design.,60,4.5
SP0595,Maxi Phone,TechCo,smartphone,213.69,Smartphone with vivid display.,40,3.2
TV0596,Infinity TV,CinemaCo,smart_tv,652.79,40 inch smart TV with 4K resolution.,190,3.5
LP0597,Pro Book,TechCo,laptop,1883.33,15.6 inch laptop featuring lightweight design.,77,3.0
SPK0598,ClearSound,BeatBox,speaker,376.12,Speaker delivering crystal clear sound.,16,4.0
SP0599,SmartPhone Y,RivalTech,smartphone,1007.71,Smartphone with long-lasting battery.,115,3.0
SPK0600,SoundWave,SoundCo,speaker,216.79,Speaker delivering compact design.,200,0.0
LP0601,Pro Book,TechCo,laptop,1498.83,17 inch laptop featuring latest processor.,189,5.0
SP0602,SmartPhone X,Futura,smartphone,638.89,Smartphone with vivid display.,166,0.0
LP0603,Performance Pro,TechCo,laptop,1515.45,17 inch laptop featuring long battery life.,82,4.1
SPK0604,ClearSound,AudioMax,speaker,367.69,Speaker delivering crystal clear sound.,112,4.8
SP0605,Maxi Phone,Futura,smartphone,607.96,Smartphone with advanced camera system.,85,4.0
TV0606,Ultra TV,UltraVision,smart_tv,2123.9,55 inch smart TV with 4K resolution.,74,3.2
LP0607,Performance Pro,UltraComp,laptop,778.01,15.6 inch laptop featuring latest processor.,144,3.5
SPK0608,ClearSound,SoundCo,speaker,311.86,Speaker delivering deep bass.,198,4.5
LP0609,Econo Note,EconCo,laptop,1574.06,14 inch laptop featuring high performance graphics.,198,3.4
SPK0610,Bass Boost,BeatBox,speaker,291.28,Speaker delivering deep bass.,10,3.7
SPK0611,BoomBox,AudioMax,speaker,389.67,Speaker delivering deep bass.,178,3.4
SPK0612,SoundWave,BeatBox,speaker,422.73,Speaker delivering wireless connectivity.,163,4.5
TV0613,Ultra TV,Spectra,smart_tv,2746.52,75 inch smart TV with HDR support.,178,4.5
TV0614,Cinema TV,CinemaCo,smart_tv,1387.47,55 inch smart TV with smart connectivity.,97,3.7
LP0615,Econo Note,UltraComp,laptop,598.0,17 inch laptop featuring lightweight design.,158,3.5
TV0616,SmartView TV,ViewTech,smart_tv,2868.47,55 inch smart TV with 4K resolution.,39,4.2
TV0617,Infinity TV,ViewTech,smart_tv,666.96,65 inch smart TV with smart connectivity.,98,4.2
LP0618,Performance Pro,EconCo,laptop,1273.05,17 inch laptop featuring latest processor.,55,4.0
SPK0619,SoundWave,AudioMax,speaker,89.28,Speaker delivering compact design.,116,4.0
SPK0620,Audio Pro,BassLine,speaker,313.72,Speaker delivering wireless connectivity.,133,4.0
TV0621,Ultra TV,Spectra,smart_tv,715.33,55 inch smart TV with HDR support.,200,4.0
SP0622,SmartPhone X,TechCo,smartphone,428.17,Smartphone with advanced camera system.,29,4.5
SPK0623,ClearSound,BassLine,speaker,352.53,Speaker delivering compact design.,17,0.0
TV0624,SmartView TV,CinemaCo,smart_tv,699.3,65 inch smart TV with 4K resolution.,48,3.8
SP0625,Maxi Phone,Futura,smartphone,840.18,Smartphone with long-lasting battery.,65,3.5
TV0626,Vivid TV,Spectra,smart_tv,1374.4,55 inch smart TV with smart connectivity.,119,3.5
SP0627,Fusion Phone,TechCo,smartphone,700.47,Smartphone with long-lasting battery.,31,4.0
SPK0628,Bass Boost,SoundCo,speaker,475.19,Speaker delivering crystal clear sound.,192,4.0
TV0629,Infinity TV,UltraVision,smart_tv,1333.56,40 inch smart TV with sleek design.,172,3.0
LP0630,Business Mate,NextGen,laptop,1354.69,15.6 inch laptop featuring high performance graphics.,153,4.4
LP0631,Econo Note,EconCo,laptop,949.31,14 inch laptop featuring long battery life.,188,4.7
LP0632,Pro Book,UltraComp,laptop,1005.05,13.3 inch laptop featuring high performance graphics.,42,4.0
SPK0633,SoundWave,BassLine,speaker,371.95,Speaker delivering crystal clear sound.,46,4.8
LP0634,Econo Note,NextGen,laptop,1442.41,15.6 inch laptop featuring lightweight design.,190,3.5
LP0635,Ultra Thin,TechCo,laptop,403.57,14 inch laptop featuring latest processor.,67,0.0
SPK0636,Bass Boost,SoundCo,speaker,491.26,Speaker delivering crystal clear sound.,76,3.9
LP0637,Performance Pro,NextGen,laptop,516.94,14 inch laptop featuring long battery life.,134,0.0
SPK0638,Bass Boost,BeatBox,speaker,457.08,Speaker delivering crystal clear sound.,108,4.0
SPK0639,ClearSound,SoundCo,speaker,458.77,Speaker delivering wireless connectivity.,6,3.8
TV0640,Vivid TV,ViewTech,smart_tv,1321.88,50 inch smart TV with smart connectivity.,102,4.2
SPK0641,SoundWave,BassLine,speaker,221.3,Speaker delivering crystal clear sound.,60,3.9
LP0642,Business Mate,EconCo,laptop,1112.54,14 inch laptop featuring latest processor.,40,3.5
SP0643,SmartPhone X,RivalTech,smartphone,433.53,Smartphone with 5G connectivity.,28,4.2
TV0644,Ultra TV,UltraVision,smart_tv,590.49,65 inch smart TV with smart connectivity.,19,3.5
SP0645,SmartPhone Y,NextCom,smartphone,274.01,Smartphone with 5G connectivity.,100,3.3
SPK0646,Audio Pro,AudioMax,speaker,179.78,Speaker delivering deep bass.,11,4.2
TV0647,SmartView TV,Spectra,smart_tv,2283.01,65 inch smart TV with HDR support.,45,3.8
TV0648,Cinema TV,UltraVision,smart_tv,423.39,75 inch smart TV with HDR support.,30,3.8
LP0649,Business Mate,UltraComp,laptop,1896.47,17 inch laptop featuring high performance graphics.,100,4.0
LP0650,Business Mate,TechCo,laptop,1205.73,13.3 inch laptop featuring high performance graphics.,185,4.5
LP0651,Ultra Thin,TechCo,laptop,1382.85,15.6 inch laptop featuring latest processor.,179,3.5
SPK0652,ClearSound,BassLine,speaker,134.65,Speaker delivering crystal clear sound.,97,4.0
LP0653,Business Mate,UltraComp,laptop,718.65,17 inch laptop featuring high performance graphics.,168,0.0
SP0654,Mobile Z,NextCom,smartphone,727.51,Smartphone with vivid display.,35,4.5
TV0655,Ultra TV,CinemaCo,smart_tv,2421.89,50 inch smart TV with sleek design.,99,4.0
TV0656,Infinity TV,Spectra,smart_tv,1308.97,65 inch smart TV with HDR support.,58,4.5
LP0657,Pro Book,NextGen,laptop,1169.94,15.6 inch laptop featuring latest processor.,97,4.1
SP0658,Fusion Phone,RivalTech,smartphone,1091.45,Smartphone with 5G connectivity.,95,4.0
SPK0659,BoomBox,BassLine,speaker,377.03,Speaker delivering compact design.,95,3.5
TV0660,Cinema TV,CinemaCo,smart_tv,1540.6,40 inch smart TV with sleek design.,70,4.5
TV0661,Infinity TV,UltraVision,smart_tv,1439.5,55 inch smart TV with 4K resolution.,34,4.0
SP0662,Mobile Z,NextCom,smartphone,669.3,Smartphone with vivid display.,115,0.0
SP0663,SmartPhone Y,RivalTech,smartphone,388.6,Smartphone with vivid display.,0,0.0
TV0664,Cinema TV,ViewTech,smart_tv,2196.68,40 inch smart TV with smart connectivity.,142,4.5
LP0665,Performance Pro,NextGen,laptop,745.33,17 inch laptop featuring long battery life.,178,4.0
SPK0666,Audio Pro,BassLine,speaker,95.6,Speaker delivering wireless connectivity.,121,3.8
SPK0667,Bass Boost,SoundCo,speaker,347.18,Speaker delivering wireless connectivity.,134,0.0
TV0668,Cinema TV,Spectra,smart_tv,2319.22,75 inch smart TV with HDR support.,15,3.5
TV0669,SmartView TV,CinemaCo,smart_tv,2276.76,75 inch smart TV with smart connectivity.,142,4.0
SP0670,Maxi Phone,NextCom,smartphone,420.52,Smartphone with advanced camera system.,149,4.2
TV0671,Infinity TV,Spectra,smart_tv,1867.6,40 inch smart TV with smart connectivity.,129,3.5
TV0672,Ultra TV,CinemaCo,smart_tv,1662.35,50 inch smart TV with 4K resolution.,74,4.0
LP0673,Performance Pro,UltraComp,laptop,745.62,14 inch laptop featuring high performance graphics.,132,4.0
SP0674,SmartPhone Y,TechCo,smartphone,1189.86,Smartphone with vivid display.,141,4.0
LP0675,Pro Book,TechCo,laptop,1947.82,14 inch laptop featuring high performance graphics.,92,0.0
TV0676,Cinema TV,CinemaCo,smart_tv,1681.73,55 inch smart TV with smart connectivity.,68,4.1
SPK0677,Audio Pro,SoundCo,speaker,469.46,Speaker delivering wireless connectivity.,103,4.0
SPK0678,SoundWave,SoundCo,speaker,459.81,Speaker delivering crystal clear sound.,103,4.3
TV0679,Vivid TV,CinemaCo,smart_tv,2417.12,65 inch smart TV with smart connectivity.,80,4.3
TV0680,Cinema TV,UltraVision,smart_tv,1914.65,65 inch smart TV with HDR support.,134,4.0
TV0681,Cinema TV,UltraVision,smart_tv,1122.21,55 inch smart TV with HDR support.,150,4.2
LP0682,Business Mate,UltraComp,laptop,1351.31,17 inch laptop featuring high performance graphics.,51,0.0
SP0683,SmartPhone X,Futura,smartphone,1170.49,Smartphone with 5G connectivity.,102,4.2
SPK0684,ClearSound,SoundCo,speaker,267.56,Speaker delivering crystal clear sound.,165,3.8
SPK0685,ClearSound,BassLine,speaker,183.1,Speaker delivering compact design.,150,4.0
SPK0686,BoomBox,SoundCo,speaker,467.41,Speaker delivering crystal clear sound.,170,3.8
SPK0687,BoomBox,BeatBox,speaker,367.15,Speaker delivering deep bass.,2,4.0
SPK0688,ClearSound,BeatBox,speaker,119.22,Speaker delivering wireless connectivity.,178,4.0
TV0689,Infinity TV,UltraVision,smart_tv,1957.51,75 inch smart TV with HDR support.,160,3.5
SP0690,SmartPhone Y,TechCo,smartphone,472.36,Smartphone with vivid display.,55,4.0
SP0691,SmartPhone X,TechCo,smartphone,236.3,Smartphone with advanced camera system.,150,3.9
TV0692,SmartView TV,CinemaCo,smart_tv,2779.7,65 inch smart TV with sleek design.,29,3.7
SP0693,SmartPhone Y,Futura,smartphone,1030.02,Smartphone with 5G connectivity.,59,3.9
SPK0694,SoundWave,BeatBox,speaker,368.52,Speaker delivering crystal clear sound.,75,0.0
TV0695,Infinity TV,Spectra,smart_tv,840.24,40 inch smart TV with HDR support.,173,0.0
SPK0696,SoundWave,AudioMax,speaker,486.12,Speaker delivering crystal clear sound.,33,3.7
TV0697,Cinema TV,CinemaCo,smart_tv,2133.27,75 inch smart TV with HDR support.,142,4.2
LP0698,Ultra Thin,UltraComp,laptop,1988.2,14 inch laptop featuring long battery life.,140,0.0
TV0699,Infinity TV,CinemaCo,smart_tv,1131.84,40 inch smart TV with sleek design.,128,4.5
SP0700,Fusion Phone,Futura,smartphone,539.75,Smartphone with long-lasting battery.,44,3.5
SPK0701,SoundWave,BeatBox,speaker,104.59,Speaker delivering wireless connectivity.,169,4.5
SPK0702,BoomBox,BassLine,speaker,282.61,Speaker delivering compact design.,186,4.8
SPK0703,BoomBox,AudioMax,speaker,322.98,Speaker delivering deep bass.,52,4.0
SP0704,Mobile Z,NextCom,smartphone,789.8,Smartphone with 5G connectivity.,161,4.5
SPK0705,SoundWave,BeatBox,speaker,392.5,Speaker delivering deep bass.,198,4.5
SP0706,SmartPhone Y,NextCom,smartphone,325.89,Smartphone with 5G connectivity.,122,4.0
LP0707,Pro Book,UltraComp,laptop,853.44,14 inch laptop featuring latest processor.,112,4.6
LP0708,Ultra Thin,EconCo,laptop,1201.61,17 inch laptop featuring high performance graphics.,117,4.1
SP0709,SmartPhone Y,RivalTech,smartphone,336.59,Smartphone with vivid display.,159,4.0
SPK0710,Audio Pro,BassLine,speaker,431.73,Speaker delivering wireless connectivity.,152,3.5
TV0711,SmartView TV,CinemaCo,smart_tv,2803.72,65 inch smart TV with smart connectivity.,42,4.0
LP0712,Ultra Thin,TechCo,laptop,1992.2,17 inch laptop featuring lightweight design.,10,0.0
SPK0713,Audio Pro,BeatBox,speaker,147.28,Speaker delivering compact design.,189,4.0
LP0714,Performance Pro,UltraComp,laptop,646.79,15.6 inch laptop featuring long battery life.,141,4.3
LP0715,Econo Note,TechCo,laptop,1937.47,17 inch laptop featuring latest processor.,130,0.0
LP0716,Performance Pro,UltraComp,laptop,892.0,13.3 inch laptop featuring lightweight design.,170,3.8
TV0717,Vivid TV,UltraVision,smart_tv,855.44,75 inch smart TV with HDR support.,4,0.0
SPK0718,ClearSound,AudioMax,speaker,212.27,Speaker delivering deep bass.,144,3.8
TV0719,SmartView TV,UltraVision,smart_tv,1984.23,65 inch smart TV with smart connectivity.,25,4.5
SP0720,SmartPhone X,TechCo,smartphone,629.02,Smartphone with vivid display.,36,3.8
SP0721,Maxi Phone,RivalTech,smartphone,579.05,Smartphone with vivid display.,41,4.0
LP0722,Business Mate,UltraComp,laptop,1423.08,14 inch laptop featuring latest processor.,15,4.0
SP0723,Mobile Z,RivalTech,smartphone,665.6,Smartphone with vivid display.,60,3.7
SP0724,Fusion Phone,Futura,smartphone,589.88,Smartphone with vivid display.,90,0.0
LP0725,Performance Pro,TechCo,laptop,1694.03,13.3 inch laptop featuring lightweight design.,147,3.7
LP0726,Performance Pro,UltraComp,laptop,777.65,15.6 inch laptop featuring long battery life.,114,4.0
SPK0727,SoundWave,SoundCo,speaker,225.7,Speaker delivering compact design.,83,4.1
SPK0728,Audio Pro,BeatBox,speaker,97.2,Speaker delivering compact design.,105,3.3
SP0729,Mobile Z,Futura,smartphone,724.86,Smartphone with advanced camera system.,190,4.5
SPK0730,BoomBox,AudioMax,speaker,338.97,Speaker delivering deep bass.,89,4.2
SPK0731,ClearSound,BassLine,speaker,424.48,Speaker delivering crystal clear sound.,138,4.0
SPK0732,Bass Boost,BassLine,speaker,497.34,Speaker delivering crystal clear sound.,40,0.0
LP0733,Econo Note,UltraComp,laptop,999.48,17 inch laptop featuring long battery life.,25,3.7
SP0734,SmartPhone X,RivalTech,smartphone,1093.27,Smartphone with advanced camera system.,13,4.0
SP0735,Mobile Z,TechCo,smartphone,353.91,Smartphone with advanced camera system.,106,3.3
SP0736,SmartPhone Y,RivalTech,smartphone,744.36,Smartphone with advanced camera system.,8,3.5
SPK0737,BoomBox,BassLine,speaker,63.55,Speaker delivering deep bass.,38,0.0
SP0738,Fusion Phone,RivalTech,smartphone,517.16,Smartphone with vivid display.,173,3.7
SPK0739,Audio Pro,BassLine,speaker,399.87,Speaker delivering deep bass.,86,4.0
SPK0740,BoomBox,BeatBox,speaker,294.69,Speaker delivering compact design.,115,3.5
TV0741,SmartView TV,UltraVision,smart_tv,1113.89,55 inch smart TV with smart connectivity.,187,3.8
LP0742,Econo Note,NextGen,laptop,533.96,13.3 inch laptop featuring latest processor.,192,4.2
SPK0743,Bass Boost,SoundCo,speaker,399.97,Speaker delivering compact design.,189,3.7
SPK0744,Bass Boost,SoundCo,speaker,137.89,Speaker delivering compact design.,148,4.0
SPK0745,Bass Boost,SoundCo,speaker,322.09,Speaker delivering crystal clear sound.,200,3.5
TV0746,SmartView TV,UltraVision,smart_tv,1084.28,55 inch smart TV with 4K resolution.,71,3.0
SP0747,SmartPhone Y,NextCom,smartphone,698.96,Smartphone with advanced camera system.,158,4.5
SPK0748,BoomBox,SoundCo,speaker,265.46,Speaker delivering compact design.,167,4.0
SP0749,SmartPhone Y,RivalTech,smartphone,270.89,Smartphone with long-lasting battery.,3,4.0
LP0750,Econo Note,EconCo,laptop,1708.95,14 inch laptop featuring long battery life.,54,4.5
LP0751,Ultra Thin,UltraComp,laptop,667.1,17 inch laptop featuring high performance graphics.,37,3.5
SP0752,Maxi Phone,RivalTech,smartphone,232.13,Smartphone with advanced camera system.,158,4.0
SP0753,Mobile Z,NextCom,smartphone,867.85,Smartphone with 5G connectivity.,170,0.0
SP0754,Mobile Z,RivalTech,smartphone,1087.07,Smartphone with vivid display.,189,5.0
SPK0755,Bass Boost,SoundCo,speaker,409.13,Speaker delivering crystal clear sound.,73,3.8
SPK0756,ClearSound,BassLine,speaker,372.58,Speaker delivering wireless connectivity.,110,4.5
TV0757,Ultra TV,Spectra,smart_tv,2926.75,55 inch smart TV with HDR support.,176,3.2
LP0758,Pro Book,TechCo,laptop,1941.0,14 inch laptop featuring high performance graphics.,70,4.0
LP0759,Business Mate,NextGen,laptop,1793.49,13.3 inch laptop featuring latest processor.,161,4.0
SP0760,SmartPhone Y,RivalTech,smartphone,419.11,Smartphone with long-lasting battery.,193,3.5
SPK0761,SoundWave,SoundCo,speaker,78.21,Speaker delivering compact design.,112,4.2
SPK0762,SoundWave,BassLine,speaker,431.57,Speaker delivering compact design.,154,4.5
SP0763,SmartPhone Y,TechCo,smartphone,731.0,Smartphone with 5G connectivity.,27,4.2
LP0764,Ultra Thin,TechCo,laptop,1648.97,14 inch laptop featuring latest processor.,67,0.0
SPK0765,ClearSound,BeatBox,speaker,467.12,Speaker delivering wireless connectivity.,52,3.8
SPK0766,BoomBox,SoundCo,speaker,400.07,Speaker delivering wireless connectivity.,127,0.0
SP0767,Fusion Phone,TechCo,smartphone,901.31,Smartphone with long-lasting battery.,23,4.0
TV0768,Vivid TV,Spectra,smart_tv,571.72,50 inch smart TV with HDR support.,199,4.0
TV0769,Cinema TV,CinemaCo,smart_tv,2507.9,65 inch smart TV with sleek design.,173,3.6
LP0770,Performance Pro,TechCo,laptop,1191.47,17 inch laptop featuring long battery life.,36,4.8
SPK0771,ClearSound,BeatBox,speaker,242.35,Speaker delivering deep bass.,21,4.5
TV0772,Infinity TV,UltraVision,smart_tv,327.52,50 inch smart TV with sleek design.,99,3.5
SPK0773,BoomBox,SoundCo,speaker,212.81,Speaker delivering wireless connectivity.,145,4.0
SP0774,Maxi Phone,RivalTech,smartphone,711.29,Smartphone with vivid display.,51,3.7
SP0775,SmartPhone X,RivalTech,smartphone,448.0,Smartphone with 5G connectivity.,189,3.2
LP0776,Econo Note,TechCo,laptop,1471.02,15.6 inch laptop featuring long battery life.,199,0.0
SP0777,SmartPhone Y,TechCo,smartphone,490.77,Smartphone with long-lasting battery.,12,3.5
LP0778,Performance Pro,NextGen,laptop,1551.9,15.6 inch laptop featuring long battery life.,54,4.5
SP0779,Fusion Phone,TechCo,smartphone,283.45,Smartphone with advanced camera system.,43,4.2
SPK0780,SoundWave,BeatBox,speaker,80.3,Speaker delivering crystal clear sound.,61,4.0
LP0781,Business Mate,EconCo,laptop,383.28,14 inch laptop featuring latest processor.,194,3.6
SPK0782,Audio Pro,BassLine,speaker,378.31,Speaker delivering wireless connectivity.,157,4.8
SP0783,SmartPhone X,NextCom,smartphone,500.33,Smartphone with 5G connectivity.,191,4.2
TV0784,Vivid TV,Spectra,smart_tv,2852.06,40 inch smart TV with smart connectivity.,86,3.0
TV0785,Cinema TV,Spectra,smart_tv,442.78,55 inch smart TV with smart connectivity.,170,5.0
TV0786,SmartView TV,Spectra,smart_tv,359.24,65 inch smart TV with smart connectivity.,170,4.0
SP0787,Maxi Phone,NextCom,smartphone,1035.07,Smartphone with vivid display.,28,3.2
LP0788,Pro Book,NextGen,laptop,1366.06,14 inch laptop featuring high performance graphics.,68,4.0
LP0789,Ultra Thin,EconCo,laptop,1057.42,14 inch laptop featuring high performance graphics.,122,0.0
LP0790,Business Mate,TechCo,laptop,1689.36,13.3 inch laptop featuring lightweight design.,126,4.3
TV0791,Vivid TV,CinemaCo,smart_tv,464.54,50 inch smart TV with HDR support.,171,4.5
TV0792,Cinema TV,UltraVision,smart_tv,1975.24,55 inch smart TV with HDR support.,57,4.5
SP0793,Maxi Phone,Futura,smartphone,248.15,Smartphone with advanced camera system.,150,4.5
SPK0794,ClearSound,BassLine,speaker,143.83,Speaker delivering deep bass.,146,4.2
TV0795,SmartView TV,CinemaCo,smart_tv,603.23,55 inch smart TV with 4K resolution.,94,0.0
SP0796,SmartPhone Y,TechCo,smartphone,921.17,Smartphone with advanced camera system.,123,4.0
TV0797,Ultra TV,UltraVision,smart_tv,739.88,50 inch smart TV with smart connectivity.,47,3.9
TV0798,Vivid TV,CinemaCo,smart_tv,701.71,50 inch smart TV with sleek design.,147,0.0
SP0799,Fusion Phone,Futura,smartphone,638.32,Smartphone with long-lasting battery.,178,0.0
TV0800,Cinema TV,CinemaCo,smart_tv,2986.92,40 inch smart TV with HDR support.,85,3.9
LP0801,Pro Book,NextGen,laptop,705.57,15.6 inch laptop featuring lightweight design.,113,3.5
LP0802,Ultra Thin,NextGen,laptop,742.65,13.3 inch laptop featuring high performance graphics.,141,4.0
SP0803,Maxi Phone,NextCom,smartphone,1052.79,Smartphone with vivid display.,108,4.1
SPK0804,SoundWave,BeatBox,speaker,118.77,Speaker delivering wireless connectivity.,26,3.0
SP0805,SmartPhone Y,Futura,smartphone,242.43,Smartphone with 5G connectivity.,34,3.7
LP0806,Econo Note,EconCo,laptop,631.25,15.6 inch laptop featuring high performance graphics.,6,4.0
SPK0807,ClearSound,BeatBox,speaker,295.89,Speaker delivering compact design.,38,4.5
SPK0808,Bass Boost,BassLine,speaker,490.16,Speaker delivering deep bass.,80,4.0
LP0809,Econo Note,NextGen,laptop,1957.91,14 inch laptop featuring lightweight design.,121,4.2
SP0810,Maxi Phone,Futura,smartphone,945.08,Smartphone with advanced camera system.,45,4.3
SPK0811,ClearSound,AudioMax,speaker,290.33,Speaker delivering wireless connectivity.,35,3.8
SP0812,SmartPhone X,RivalTech,smartphone,1130.45,Smartphone with long-lasting battery.,101,4.3
SP0813,Mobile Z,NextCom,smartphone,956.63,Smartphone with advanced camera system.,144,0.0
TV0814,SmartView TV,CinemaCo,smart_tv,649.74,40 inch smart TV with 4K resolution.,57,3.8
TV0815,Vivid TV,Spectra,smart_tv,1596.69,75 inch smart TV with smart connectivity.,124,3.8
TV0816,Vivid TV,ViewTech,smart_tv,2228.93,75 inch smart TV with HDR support.,83,4.5
SP0817,Fusion Phone,RivalTech,smartphone,1102.03,Smartphone with long-lasting battery.,199,4.0
SP0818,Mobile Z,RivalTech,smartphone,1161.62,Smartphone with 5G connectivity.,129,4.5
SPK0819,Audio Pro,BassLine,speaker,352.66,Speaker delivering crystal clear sound.,42,4.0
TV0820,Ultra TV,UltraVision,smart_tv,653.14,65 inch smart TV with HDR support.,86,3.9
SP0821,Maxi Phone,NextCom,smartphone,495.8,Smartphone with long-lasting battery.,8,4.0
SP0822,SmartPhone Y,Futura,smartphone,875.98,Smartphone with 5G connectivity.,143,4.0
TV0823,Vivid TV,ViewTech,smart_tv,2014.71,75 inch smart TV with sleek design.,81,0.0
SPK0824,BoomBox,BassLine,speaker,397.72,Speaker delivering compact design.,29,4.5
TV0825,Infinity TV,CinemaCo,smart_tv,2920.5,55 inch smart TV with HDR support.,66,4.2
SP0826,Mobile Z,NextCom,smartphone,442.68,Smartphone with advanced camera system.,68,3.9
SPK0827,Audio Pro,BassLine,speaker,223.77,Speaker delivering crystal clear sound.,40,3.9
TV0828,Infinity TV,CinemaCo,smart_tv,2838.24,75 inch smart TV with smart connectivity.,194,4.2
SPK0829,Bass Boost,BeatBox,speaker,116.25,Speaker delivering deep bass.,121,4.2
SPK0830,Audio Pro,SoundCo,speaker,276.72,Speaker delivering crystal clear sound.,160,3.8
TV0831,Vivid TV,UltraVision,smart_tv,308.72,50 inch smart TV with smart connectivity.,154,3.8
SP0832,SmartPhone X,Futura,smartphone,641.77,Smartphone with vivid display.,116,4.0
SPK0833,Bass Boost,BeatBox,speaker,238.03,Speaker delivering deep bass.,99,3.5
SP0834,Maxi Phone,TechCo,smartphone,712.01,Smartphone with advanced camera system.,174,3.5
SPK0835,BoomBox,AudioMax,speaker,411.06,Speaker delivering crystal clear sound.,121,4.0
SPK0836,SoundWave,SoundCo,speaker,56.93,Speaker delivering wireless connectivity.,70,4.2
SP0837,Maxi Phone,TechCo,smartphone,1150.68,Smartphone with vivid display.,76,4.0
SPK0838,BoomBox,AudioMax,speaker,184.38,Speaker delivering compact design.,72,4.2
SPK0839,Bass Boost,SoundCo,speaker,402.05,Speaker delivering compact design.,63,3.5
TV0840,Cinema TV,UltraVision,smart_tv,1438.69,55 inch smart TV with smart connectivity.,116,4.0
SPK0841,Audio Pro,AudioMax,speaker,306.28,Speaker delivering wireless connectivity.,179,4.2
SPK0842,ClearSound,BassLine,speaker,473.98,Speaker delivering wireless connectivity.,111,4.8
SP0843,Mobile Z,TechCo,smartphone,397.46,Smartphone with advanced camera system.,21,0.0
SPK0844,BoomBox,BassLine,speaker,58.25,Speaker delivering wireless connectivity.,38,3.1
SPK0845,Bass Boost,AudioMax,speaker,359.0,Speaker delivering crystal clear sound.,102,4.0
SP0846,Fusion Phone,RivalTech,smartphone,685.22,Smartphone with advanced camera system.,192,4.5
SP0847,SmartPhone X,RivalTech,smartphone,218.17,Smartphone with 5G connectivity.,104,4.3
SPK0848,ClearSound,BeatBox,speaker,132.28,Speaker delivering compact design.,96,4.0
SPK0849,ClearSound,SoundCo,speaker,71.51,Speaker delivering compact design.,91,4.2
SPK0850,BoomBox,SoundCo,speaker,290.58,Speaker delivering crystal clear sound.,23,4.0
TV0851,Infinity TV,ViewTech,smart_tv,629.7,40 inch smart TV with smart connectivity.,18,4.3
SP0852,SmartPhone Y,NextCom,smartphone,312.83,Smartphone with 5G connectivity.,95,4.2
SP0853,SmartPhone X,Futura,smartphone,1105.75,Smartphone with vivid display.,130,4.4
SPK0854,Bass Boost,SoundCo,speaker,486.06,Speaker delivering compact design.,162,0.0
TV0855,Ultra TV,Spectra,smart_tv,834.43,40 inch smart TV with 4K resolution.,41,0.0
SPK0856,Audio Pro,BassLine,speaker,352.83,Speaker delivering wireless connectivity.,1,4.3
SPK0857,Audio Pro,SoundCo,speaker,154.65,Speaker delivering deep bass.,101,4.2
SPK0858,SoundWave,BeatBox,speaker,364.78,Speaker delivering crystal clear sound.,138,0.0
TV0859,SmartView TV,CinemaCo,smart_tv,2050.4,75 inch smart TV with 4K resolution.,68,4.5
LP0860,Pro Book,UltraComp,laptop,1980.99,15.6 inch laptop featuring long battery life.,75,4.5
SPK0861,Bass Boost,BassLine,speaker,220.81,Speaker delivering compact design.,116,3.8
LP0862,Business Mate,TechCo,laptop,494.34,14 inch laptop featuring high performance graphics.,137,4.5
TV0863,SmartView TV,Spectra,smart_tv,477.6,75 inch smart TV with HDR support.,4,4.5
SP0864,SmartPhone X,Futura,smartphone,740.48,Smartphone with 5G connectivity.,57,3.5
SPK0865,BoomBox,SoundCo,speaker,357.46,Speaker delivering compact design.,108,4.2
